"","CLNT_ID","SESS_ID","HITS_SEQ","PD_C","PD_ADD_NM","PD_BRA_NM","PD_BUY_AM","PD_BUY_CT"
"131","4736937","09475186",126,"559754","색상:멀티핑크(N29)|사이즈:L / 1개","타미진",52000,1
"132","4736937","09475186",138,"559754","색상:멀티핑크(N29)|사이즈:S / 1개","타미진",52000,1
"133","4736937","09776121",206,"559754","색상:멀티핑크(N29)|사이즈:M / 1개","타미진",52000,1
"134","4736937","09834880",28,"559754","색상:멀티핑크(N29)|사이즈:M / 1개","타미진",52000,1
"135","4736937","10186321",61,"559754","색상:라이트블루(N27)|사이즈:M / 1개","타미진",52000,1
"136","4736937","10254848",107,"559754","색상:라이트블루(N27)|사이즈:S / 1개","타미진",52000,1
"137","4736937","10315270",17,"559754","색상:멀티핑크(N29)|사이즈:S / 1개","타미진",52000,1
"138","4736937","10315270",38,"559754","색상:멀티핑크(N29)|사이즈:L / 1개","타미진",52000,1
"139","4736937","10438983",76,"559754","색상:라이트블루(N27)|사이즈:L / 1개","타미진",52000,1
"140","4736937","10503686",111,"559754","색상:멀티핑크(N29)|사이즈:M / 1개","타미진",52000,1
"141","4736937","10503686",219,"559754","색상:라이트블루(N27)|사이즈:L / 1개","타미진",52000,1
"142","4736937","10615387",156,"559754","색상:멀티핑크(N29)|사이즈:S / 1개","타미진",52000,1
"143","4736937","10615387",220,"559754","색상:라이트블루(N27)|사이즈:L / 1개","타미진",52000,1
"144","4736937","10615387",57,"559754","색상:라이트블루(N27)|사이즈:S / 1개","타미진",52000,1
"145","4736937","10615387",69,"559754","색상:라이트블루(N27)|사이즈:M / 1개","타미진",52000,1
"146","4736937","10925873",88,"559754","색상:라이트블루(N27)|사이즈:L / 1개","타미진",52000,1
"147","4736937","09356925",131,"559754","색상:멀티핑크(N29)|사이즈:L / 1개","타미진",52000,1
"148","4736937","09356925",211,"559754","색상:멀티핑크(N29)|사이즈:S / 1개","타미진",52000,1
"149","4736937","09416649",163,"559754","색상:멀티핑크(N29)|사이즈:L / 1개","타미진",52000,1
"150","4736937","09532398",204,"559754","색상:멀티핑크(N29)|사이즈:M / 1개","타미진",52000,1
"151","4736937","09532398",235,"559754","색상:라이트블루(N27)|사이즈:S / 1개","타미진",52000,1
"152","4736937","09776121",70,"559754","색상:멀티핑크(N29)|사이즈:S / 1개","타미진",52000,1
"153","4736937","09834880",179,"559754","색상:라이트블루(N27)|사이즈:M / 1개","타미진",52000,1
"154","4736937","09834880",68,"559754","색상:멀티핑크(N29)|사이즈:S / 1개","타미진",52000,1
"155","4736937","09895116",32,"559754","색상:멀티핑크(N29)|사이즈:S / 1개","타미진",52000,1
"156","4736937","10021436",39,"559754","색상:멀티핑크(N29)|사이즈:L / 1개","타미진",52000,1
"157","4736937","10075618",71,"559754","색상:멀티핑크(N29)|사이즈:M / 1개","타미진",52000,1
"158","4736937","10315270",98,"559754","색상:라이트블루(N27)|사이즈:S / 1개","타미진",52000,1
"159","4736937","10378625",56,"559754","색상:라이트블루(N27)|사이즈:S / 1개","타미진",52000,1
"160","4736937","10438983",181,"559754","색상:멀티핑크(N29)|사이즈:M / 1개","타미진",52000,1
"161","4736937","10563282",190,"559754","색상:라이트블루(N27)|사이즈:L / 1개","타미진",52000,1
"162","4736937","10676037",166,"559754","색상:라이트블루(N27)|사이즈:L / 1개","타미진",52000,1
"163","4736937","10742885",90,"559754","색상:라이트블루(N27)|사이즈:M / 1개","타미진",52000,1
"164","4736937","10925873",17,"559754","색상:라이트블루(N27)|사이즈:M / 1개","타미진",52000,1
"165","4736937","09356925",69,"559754","색상:멀티핑크(N29)|사이즈:L / 1개","타미진",52000,1
"166","4736937","09475186",238,"559754","색상:멀티핑크(N29)|사이즈:L / 1개","타미진",52000,1
"167","4736937","09660976",97,"559754","색상:멀티핑크(N29)|사이즈:M / 1개","타미진",52000,1
"168","4736937","09895116",64,"559754","색상:라이트블루(N27)|사이즈:S / 1개","타미진",52000,1
"169","4736937","09956171",201,"559754","색상:라이트블루(N27)|사이즈:M / 1개","타미진",52000,1
"170","4736937","10075618",245,"559754","색상:라이트블루(N27)|사이즈:M / 1개","타미진",52000,1
"171","4736937","10075618",47,"559754","색상:라이트블루(N27)|사이즈:M / 1개","타미진",52000,1
"172","4736937","10127623",81,"559754","색상:멀티핑크(N29)|사이즈:M / 1개","타미진",52000,1
"173","4736937","10254848",58,"559754","색상:라이트블루(N27)|사이즈:M / 1개","타미진",52000,1
"174","4736937","10315270",130,"559754","색상:멀티핑크(N29)|사이즈:M / 1개","타미진",52000,1
"175","4736937","10438983",191,"559754","색상:멀티핑크(N29)|사이즈:L / 1개","타미진",52000,1
"176","4736937","10503686",155,"559754","색상:라이트블루(N27)|사이즈:L / 1개","타미진",52000,1
"177","4736937","10563282",28,"559754","색상:멀티핑크(N29)|사이즈:M / 1개","타미진",52000,1
"178","4736937","10563282",95,"559754","색상:멀티핑크(N29)|사이즈:M / 1개","타미진",52000,1
"179","4736937","10615387",46,"559754","색상:멀티핑크(N29)|사이즈:L / 1개","타미진",52000,1
"180","4736937","10615387",90,"559754","색상:멀티핑크(N29)|사이즈:S / 1개","타미진",52000,1
"181","4736937","10676037",123,"559754","색상:멀티핑크(N29)|사이즈:M / 1개","타미진",52000,1
"182","4736937","10676037",6,"559754","색상:멀티핑크(N29)|사이즈:L / 1개","타미진",52000,1
"183","4736937","10868581",207,"559754","색상:라이트블루(N27)|사이즈:L / 1개","타미진",52000,1
"184","4736937","10925873",68,"559754","색상:라이트블루(N27)|사이즈:S / 1개","타미진",52000,1
"185","4736937","09356925",164,"559754","색상:멀티핑크(N29)|사이즈:L / 1개","타미진",52000,1
"186","4736937","09532398",117,"559754","색상:라이트블루(N27)|사이즈:S / 1개","타미진",52000,1
"187","4736937","09532398",127,"559754","색상:멀티핑크(N29)|사이즈:S / 1개","타미진",52000,1
"188","4736937","09532398",40,"559754","색상:멀티핑크(N29)|사이즈:L / 1개","타미진",52000,1
"189","4736937","09719051",119,"559754","색상:라이트블루(N27)|사이즈:M / 1개","타미진",52000,1
"190","4736937","09719051",130,"559754","색상:멀티핑크(N29)|사이즈:S / 1개","타미진",52000,1
"191","4736937","09834880",209,"559754","색상:멀티핑크(N29)|사이즈:L / 1개","타미진",52000,1
"192","4736937","09956171",21,"559754","색상:멀티핑크(N29)|사이즈:S / 1개","타미진",52000,1
"193","4736937","09956171",222,"559754","색상:멀티핑크(N29)|사이즈:M / 1개","타미진",52000,1
"194","4736937","10075618",27,"559754","색상:멀티핑크(N29)|사이즈:L / 1개","타미진",52000,1
"195","4736937","10075618",294,"559754","색상:멀티핑크(N29)|사이즈:M / 1개","타미진",52000,1
"196","4736937","10186321",98,"559754","색상:멀티핑크(N29)|사이즈:M / 1개","타미진",52000,1
"197","4736937","10438983",235,"559754","색상:멀티핑크(N29)|사이즈:S / 1개","타미진",52000,1
"198","4736937","10503686",101,"559754","색상:멀티핑크(N29)|사이즈:S / 1개","타미진",52000,1
"199","4736937","10615387",101,"559754","색상:멀티핑크(N29)|사이즈:M / 1개","타미진",52000,1
"200","4736937","10868581",154,"559754","색상:멀티핑크(N29)|사이즈:S / 1개","타미진",52000,1
"201","4736937","10868581",41,"559754","색상:멀티핑크(N29)|사이즈:L / 1개","타미진",52000,1
"202","4736937","10925873",122,"559754","색상:멀티핑크(N29)|사이즈:L / 1개","타미진",52000,1
"203","4736937","10925873",153,"559754","색상:라이트블루(N27)|사이즈:M / 1개","타미진",52000,1
"204","4736937","09416649",174,"559754","색상:멀티핑크(N29)|사이즈:S / 1개","타미진",52000,1
"205","4736937","09475186",206,"559754","색상:멀티핑크(N29)|사이즈:L / 1개","타미진",52000,1
"206","4736937","09532398",148,"559754","색상:멀티핑크(N29)|사이즈:L / 1개","타미진",52000,1
"207","4736937","09532398",50,"559754","색상:라이트블루(N27)|사이즈:S / 1개","타미진",52000,1
"208","4736937","09595022",215,"559754","색상:멀티핑크(N29)|사이즈:L / 1개","타미진",52000,1
"209","4736937","09776121",195,"559754","색상:멀티핑크(N29)|사이즈:S / 1개","타미진",52000,1
"210","4736937","09776121",80,"559754","색상:멀티핑크(N29)|사이즈:M / 1개","타미진",52000,1
"211","4736937","10021436",138,"559754","색상:멀티핑크(N29)|사이즈:S / 1개","타미진",52000,1
"212","4736937","10021436",81,"559754","색상:멀티핑크(N29)|사이즈:M / 1개","타미진",52000,1
"213","4736937","10075618",309,"559754","색상:멀티핑크(N29)|사이즈:L / 1개","타미진",52000,1
"214","4736937","10127623",191,"559754","색상:멀티핑크(N29)|사이즈:S / 1개","타미진",52000,1
"215","4736937","10127623",92,"559754","색상:멀티핑크(N29)|사이즈:L / 1개","타미진",52000,1
"216","4736937","10186321",141,"559754","색상:멀티핑크(N29)|사이즈:S / 1개","타미진",52000,1
"217","4736937","10254848",68,"559754","색상:멀티핑크(N29)|사이즈:S / 1개","타미진",52000,1
"218","4736937","10254848",97,"559754","색상:멀티핑크(N29)|사이즈:L / 1개","타미진",52000,1
"219","4736937","10378625",107,"559754","색상:멀티핑크(N29)|사이즈:L / 1개","타미진",52000,1
"220","4736937","10378625",147,"559754","색상:라이트블루(N27)|사이즈:M / 1개","타미진",52000,1
"221","4736937","10378625",179,"559754","색상:멀티핑크(N29)|사이즈:L / 1개","타미진",52000,1
"222","4736937","10742885",136,"559754","색상:멀티핑크(N29)|사이즈:M / 1개","타미진",52000,1
"223","4736937","10742885",211,"559754","색상:멀티핑크(N29)|사이즈:L / 1개","타미진",52000,1
"224","4736937","10742885",47,"559754","색상:멀티핑크(N29)|사이즈:S / 1개","타미진",52000,1
"225","4736937","10803626",146,"559754","색상:라이트블루(N27)|사이즈:L / 1개","타미진",52000,1
"226","4736937","10803626",73,"559754","색상:라이트블루(N27)|사이즈:M / 1개","타미진",52000,1
"227","4736937","10868581",52,"559754","색상:라이트블루(N27)|사이즈:S / 1개","타미진",52000,1
"228","4736937","09356925",111,"559754","색상:멀티핑크(N29)|사이즈:S / 1개","타미진",52000,1
"229","4736937","09356925",48,"559754","색상:멀티핑크(N29)|사이즈:S / 1개","타미진",52000,1
"230","4736937","09475186",104,"559754","색상:멀티핑크(N29)|사이즈:S / 1개","타미진",52000,1
"231","4736937","09475186",17,"559754","색상:멀티핑크(N29)|사이즈:S / 1개","타미진",52000,1
"232","4736937","09475186",182,"559754","색상:멀티핑크(N29)|사이즈:M / 1개","타미진",52000,1
"233","4736937","09719051",69,"559754","색상:멀티핑크(N29)|사이즈:S / 1개","타미진",52000,1
"234","4736937","09895116",105,"559754","색상:멀티핑크(N29)|사이즈:L / 1개","타미진",52000,1
"235","4736937","09895116",136,"559754","색상:멀티핑크(N29)|사이즈:S / 1개","타미진",52000,1
"236","4736937","09956171",153,"559754","색상:멀티핑크(N29)|사이즈:M / 1개","타미진",52000,1
"237","4736937","10021436",212,"559754","색상:멀티핑크(N29)|사이즈:L / 1개","타미진",52000,1
"238","4736937","10127623",181,"559754","색상:라이트블루(N27)|사이즈:M / 1개","타미진",52000,1
"239","4736937","10254848",118,"559754","색상:라이트블루(N27)|사이즈:M / 1개","타미진",52000,1
"240","4736937","10254848",191,"559754","색상:멀티핑크(N29)|사이즈:M / 1개","타미진",52000,1
"241","4736937","10438983",55,"559754","색상:라이트블루(N27)|사이즈:S / 1개","타미진",52000,1
"242","4736937","10503686",186,"559754","색상:멀티핑크(N29)|사이즈:L / 1개","타미진",52000,1
"243","4736937","10563282",170,"559754","색상:멀티핑크(N29)|사이즈:L / 1개","타미진",52000,1
"244","4736937","10563282",195,"559754","색상:멀티핑크(N29)|사이즈:S / 1개","타미진",52000,1
"245","4736937","09356925",58,"559754","색상:멀티핑크(N29)|사이즈:M / 1개","타미진",52000,1
"246","4736937","09416649",131,"559754","색상:멀티핑크(N29)|사이즈:L / 1개","타미진",52000,1
"247","4736937","09416649",78,"559754","색상:멀티핑크(N29)|사이즈:S / 1개","타미진",52000,1
"248","4736937","09475186",149,"559754","색상:멀티핑크(N29)|사이즈:M / 1개","타미진",52000,1
"249","4736937","09532398",85,"559754","색상:멀티핑크(N29)|사이즈:M / 1개","타미진",52000,1
"250","4736937","09719051",38,"559754","색상:멀티핑크(N29)|사이즈:L / 1개","타미진",52000,1
"251","4736937","09776121",150,"559754","색상:멀티핑크(N29)|사이즈:L / 1개","타미진",52000,1
"252","4736937","09895116",115,"559754","색상:라이트블루(N27)|사이즈:S / 1개","타미진",52000,1
"253","4736937","10021436",113,"559754","색상:라이트블루(N27)|사이즈:M / 1개","타미진",52000,1
"254","4736937","10021436",221,"559754","색상:라이트블루(N27)|사이즈:S / 1개","타미진",52000,1
"255","4736937","10075618",131,"559754","색상:라이트블루(N27)|사이즈:S / 1개","타미진",52000,1
"256","4736937","10315270",152,"559754","색상:라이트블루(N27)|사이즈:S / 1개","타미진",52000,1
"257","4736937","10315270",189,"559754","색상:멀티핑크(N29)|사이즈:M / 1개","타미진",52000,1
"258","4736937","10378625",66,"559754","색상:라이트블루(N27)|사이즈:M / 1개","타미진",52000,1
"259","4736937","10438983",202,"559754","색상:라이트블루(N27)|사이즈:S / 1개","타미진",52000,1
"260","4736937","10438983",88,"559754","색상:멀티핑크(N29)|사이즈:S / 1개","타미진",52000,1
"261","4736937","10503686",176,"559754","색상:멀티핑크(N29)|사이즈:M / 1개","타미진",52000,1
"262","4736937","10503686",55,"559754","색상:라이트블루(N27)|사이즈:S / 1개","타미진",52000,1
"263","4736937","10503686",91,"559754","색상:라이트블루(N27)|사이즈:L / 1개","타미진",52000,1
"264","4736937","10563282",116,"559754","색상:라이트블루(N27)|사이즈:S / 1개","타미진",52000,1
"265","4736937","10563282",137,"559754","색상:라이트블루(N27)|사이즈:L / 1개","타미진",52000,1
"266","4736937","10563282",69,"559754","색상:라이트블루(N27)|사이즈:L / 1개","타미진",52000,1
"267","4736937","10615387",199,"559754","색상:라이트블루(N27)|사이즈:M / 1개","타미진",52000,1
"268","4736937","10676037",16,"559754","색상:라이트블루(N27)|사이즈:S / 1개","타미진",52000,1
"269","4736937","10678806",14,"559754","색상:멀티핑크(N29)|사이즈:S / 1개","타미진",52000,1
"270","4736937","10742885",100,"559754","색상:라이트블루(N27)|사이즈:L / 1개","타미진",52000,1
"271","4736937","10742885",190,"559754","색상:멀티핑크(N29)|사이즈:S / 1개","타미진",52000,1
"272","4736937","10803626",117,"559754","색상:멀티핑크(N29)|사이즈:L / 1개","타미진",52000,1
"273","4736937","10803626",177,"559754","색상:멀티핑크(N29)|사이즈:L / 1개","타미진",52000,1
